repo_name,pr_title,pr_url,created_at,closed_at,total_comments,total_commits,state,changefile,addline,deleteline,fileChanges
contentful/forma-36,feat: Spinner codemod,https://github.com/contentful/forma-36/pull/1243,2021-08-26T14:28:14Z,2021-08-26T15:20:24Z,2,6,MERGED,17,145,214,"MODIFIED:packages/forma-36-codemod/bin/inquirer-choices.js
MODIFIED:packages/forma-36-codemod/transforms/__testfixtures__/v4-pill.input.js
MODIFIED:packages/forma-36-codemod/transforms/__testfixtures__/v4-pill.output.js
ADDED:packages/forma-36-codemod/transforms/__testfixtures__/v4-spinner.input.js
ADDED:packages/forma-36-codemod/transforms/__testfixtures__/v4-spinner.output.js
DELETED:packages/forma-36-codemod/transforms/__tests__/v4-badge.test.js
DELETED:packages/forma-36-codemod/transforms/__tests__/v4-flex.test.js
DELETED:packages/forma-36-codemod/transforms/__tests__/v4-list.test.js
DELETED:packages/forma-36-codemod/transforms/__tests__/v4-note.test.js
DELETED:packages/forma-36-codemod/transforms/__tests__/v4-pill.test.js
DELETED:packages/forma-36-codemod/transforms/__tests__/v4-text-link.test.js
ADDED:packages/forma-36-codemod/transforms/__tests__/v4.test.js
ADDED:packages/forma-36-codemod/transforms/common/rename-props-codemod.js
MODIFIED:packages/forma-36-codemod/transforms/v4-list.js
MODIFIED:packages/forma-36-codemod/transforms/v4-note.js
MODIFIED:packages/forma-36-codemod/transforms/v4-pill.js
ADDED:packages/forma-36-codemod/transforms/v4-spinner.js"
contentful/forma-36,feat: update styles for section heading,https://github.com/contentful/forma-36/pull/2835,2024-07-26T09:42:46Z,2024-07-29T12:17:19Z,2,3,MERGED,5,680,21,"MODIFIED:.changeset/config.json
MODIFIED:package-lock.json
MODIFIED:packages/components/datepicker/src/Calendar/README.mdx
MODIFIED:packages/components/typography/package.json
MODIFIED:packages/components/typography/src/SectionHeading/SectionHeading.tsx"
contentful/forma-36,chore: fix lockfile,https://github.com/contentful/forma-36/pull/2872,2024-09-12T11:27:52Z,2024-09-12T13:00:15Z,2,1,MERGED,1,2310,5191,MODIFIED:package-lock.json
contentful/forma-36,fix: add link to submit the idea in GitHub for components,https://github.com/contentful/forma-36/pull/1814,2022-01-24T13:51:21Z,2022-02-02T13:11:27Z,6,8,MERGED,2,10,4,"MODIFIED:packages/website/components/Footer.tsx
MODIFIED:packages/website/components/Sidebar.tsx"
contentful/forma-36,"Revert ""chore: bump downshift from 6.1.12 to 7.6.0 (#2527)""",https://github.com/contentful/forma-36/pull/2536,2023-07-17T07:58:05Z,2023-07-17T12:51:37Z,5,2,MERGED,4,19,18,"ADDED:.changeset/clever-monkeys-dance.md
MODIFIED:package-lock.json
MODIFIED:packages/components/autocomplete/package.json
MODIFIED:packages/components/autocomplete/src/Autocomplete.tsx"
cultureamp/kaizen-design-system,add test deployment manual action,https://github.com/cultureamp/kaizen-design-system/pull/4135,2023-10-06T05:44:00Z,2023-10-06T06:25:31Z,3,4,MERGED,3,44,0,"ADDED:.changeset/thin-dancers-float.md
MODIFIED:.github/workflows/changeset.yaml
ADDED:.github/workflows/deployment.yml"
cultureamp/kaizen-design-system,Fix: future Select and FilterSelect page jump on focus issue,https://github.com/cultureamp/kaizen-design-system/pull/5123,2024-10-03T05:01:54Z,2024-10-08T03:20:19Z,15,14,MERGED,10,219,30,"ADDED:.changeset/lemon-tips-look.md
MODIFIED:packages/components/src/Filter/FilterSelect/FilterSelect.spec.tsx
MODIFIED:packages/components/src/Filter/FilterSelect/FilterSelect.tsx
MODIFIED:packages/components/src/__future__/Select/Select.spec.tsx
MODIFIED:packages/components/src/__future__/Select/_docs/Select.mdx
MODIFIED:packages/components/src/__future__/Select/_docs/Select.stories.tsx
MODIFIED:packages/components/src/__future__/Select/subcomponents/ListBox/ListBox.tsx
MODIFIED:packages/components/src/__future__/Select/subcomponents/Overlay/Overlay.tsx
ADDED:packages/components/src/__utilities__/useIsClientReady/index.ts
ADDED:packages/components/src/__utilities__/useIsClientReady/useIsClientReady.tsx"
cultureamp/kaizen-design-system,Chris/fix pipeline dupilcate steps,https://github.com/cultureamp/kaizen-design-system/pull/4791,2024-07-01T08:04:29Z,2024-07-02T01:02:27Z,2,4,MERGED,2,2,44,"DELETED:docker-compose.yml
MODIFIED:turbo.json"
cultureamp/kaizen-design-system,feat: update react to 16.14.0,https://github.com/cultureamp/kaizen-design-system/pull/2922,2022-08-18T04:17:53Z,2022-08-18T23:11:51Z,1,3,MERGED,49,55,55,"MODIFIED:docs/package-structure.md
MODIFIED:draft-packages/avatar/package.json
MODIFIED:draft-packages/badge/package.json
MODIFIED:draft-packages/button/package.json
MODIFIED:draft-packages/card/package.json
MODIFIED:draft-packages/collapsible/package.json
MODIFIED:draft-packages/divider/package.json
MODIFIED:draft-packages/empty-state/package.json
MODIFIED:draft-packages/filter-menu-button/package.json
MODIFIED:draft-packages/form/package.json
MODIFIED:draft-packages/guidance-block/package.json
MODIFIED:draft-packages/hero-card/package.json
MODIFIED:draft-packages/illustration/package.json
MODIFIED:draft-packages/likert-scale-legacy/package.json
MODIFIED:draft-packages/loading-placeholder/package.json
MODIFIED:draft-packages/loading-spinner/package.json
MODIFIED:draft-packages/menu/package.json
MODIFIED:draft-packages/modal/package.json
MODIFIED:draft-packages/page-layout/package.json
MODIFIED:draft-packages/popover/package.json
MODIFIED:draft-packages/select/package.json
MODIFIED:draft-packages/split-button/package.json
MODIFIED:draft-packages/table/package.json
MODIFIED:draft-packages/tabs/package.json
MODIFIED:draft-packages/tag/package.json
MODIFIED:draft-packages/tile/package.json
MODIFIED:draft-packages/title-block-zen/package.json
MODIFIED:draft-packages/tooltip/package.json
MODIFIED:draft-packages/well/package.json
MODIFIED:package.json
MODIFIED:packages/a11y/package.json
MODIFIED:packages/brand-moment/package.json
MODIFIED:packages/brand/package.json
MODIFIED:packages/button/package.json
MODIFIED:packages/component-library/package.json
MODIFIED:packages/date-picker/package.json
MODIFIED:packages/loading-skeleton/package.json
MODIFIED:packages/loading-spinner/package.json
MODIFIED:packages/notification/package.json
MODIFIED:packages/pagination/package.json
MODIFIED:packages/progress-bar/package.json
MODIFIED:packages/responsive/package.json
MODIFIED:packages/rich-text-editor/package.json
MODIFIED:packages/select/package.json
MODIFIED:packages/split-button/package.json
MODIFIED:packages/tabs/package.json
MODIFIED:packages/typography/package.json
MODIFIED:plop-templates/basic-component/package.json.hbs
MODIFIED:yarn.lock"
cultureamp/kaizen-design-system,chore: address node-fetch vulnerability CVE-2022-0235,https://github.com/cultureamp/kaizen-design-system/pull/2500,2022-02-01T07:18:14Z,2022-02-01T22:55:07Z,0,3,MERGED,4,26,24,"MODIFIED:js-audit-allow-list.json
MODIFIED:package.json
MODIFIED:packages/stylelint-plugin/package.json
MODIFIED:yarn.lock"
curology/radiance-ui,[Icons] Modify AcneGlyphSecondary,https://github.com/curology/radiance-ui/pull/652,2020-12-16T23:58:40Z,2020-12-17T00:16:33Z,0,1,MERGED,2,4,4,"MODIFIED:src/icons/glyphs/svgs/AcneGlyphSecondary.tsx
MODIFIED:src/svgs/glyphs/acne-glyph-secondary.svg"
curology/radiance-ui,Add makeup glyph,https://github.com/curology/radiance-ui/pull/1199,2021-10-06T19:12:13Z,2021-10-06T22:31:53Z,0,3,MERGED,5,34,1,"MODIFIED:src/icons/glyphs/index.ts
ADDED:src/icons/glyphs/makeupGlyph.ts
ADDED:src/icons/glyphs/svgs/MakeupGlyph.tsx
MODIFIED:src/icons/glyphs/svgs/index.tsx
ADDED:src/svgs/glyphs/makeup-glyph.svg"
danskernesdigitalebibliotek/dpl-design-system,Paragraph tweaks,https://github.com/danskernesdigitalebibliotek/dpl-design-system/pull/441,2024-01-19T09:44:55Z,2024-01-22T08:30:47Z,0,1,MERGED,5,22,16,"MODIFIED:base.scss
MODIFIED:src/stories/Library/link-with-icon/link-with-icon.scss
DELETED:src/stories/Library/paragraph/paragraph.scss
MODIFIED:src/stories/Library/paragraphs/Paragraphs.tsx
ADDED:src/stories/Library/paragraphs/paragraphs.scss"
danskernesdigitalebibliotek/dpl-design-system,Focus outline on dropdowns,https://github.com/danskernesdigitalebibliotek/dpl-design-system/pull/410,2023-12-27T12:04:06Z,2023-12-29T09:55:33Z,0,3,MERGED,4,11,9,"MODIFIED:src/stories/Library/Buttons/icon-button/icon-button.scss
MODIFIED:src/stories/Library/accordion/accordion.scss
MODIFIED:src/stories/Library/dropdown/dropdown.scss
MODIFIED:src/styles/scss/tools/placeholder.scss"
danskernesdigitalebibliotek/dpl-design-system,Disable text selection for .flatpickr-day [DDFLSBP-481],https://github.com/danskernesdigitalebibliotek/dpl-design-system/pull/561,2024-03-21T15:26:43Z,2024-04-02T07:05:27Z,0,1,MERGED,1,2,0,MODIFIED:src/stories/Library/date-calendar/date-calendar.scss
danskernesdigitalebibliotek/dpl-design-system,Hermod sprint 13,https://github.com/danskernesdigitalebibliotek/dpl-design-system/pull/605,2024-04-23T06:58:32Z,2024-04-30T14:06:07Z,0,7,MERGED,7,116,4,"MODIFIED:base.scss
ADDED:public/icons/logo/reload_logo_black.svg
ADDED:public/icons/logo/reload_logo_white.svg
ADDED:src/stories/Library/event-list-stacked/EventListStacked.tsx
ADDED:src/stories/Library/event-list-stacked/event-list-stacked.scss
ADDED:src/stories/Library/event-list-stacked/eventListStacked.stories.tsx
MODIFIED:src/stories/Library/opening-hours-editor/opening-hours-editor.scss"
daydule/frontend,DAYD-939 「作業する時間帯」にinfoアイコンを追加,https://github.com/daydule/frontend/pull/73,2023-11-29T05:51:53Z,2023-12-13T11:11:17Z,1,2,MERGED,1,8,1,MODIFIED:src/components/features/main/tree/RegisterSchedulingOptionsModalComponent.tsx
department-of-veterans-affairs/component-library,va-file-input-multiple: update info sent back from vaMultipleChange,https://github.com/department-of-veterans-affairs/component-library/pull/1385,2024-11-01T19:15:37Z,2024-11-06T15:55:14Z,4,4,MERGED,4,149,17,"MODIFIED:packages/web-components/src/components.d.ts
ADDED:packages/web-components/src/components/va-file-input-multiple/FileDetails.ts
ADDED:packages/web-components/src/components/va-file-input-multiple/test/va-file-input-multiple.spec.todo.ts
MODIFIED:packages/web-components/src/components/va-file-input-multiple/va-file-input-multiple.tsx"
department-of-veterans-affairs/component-library,va-search-input: fix suggestion box from always staying open,https://github.com/department-of-veterans-affairs/component-library/pull/1216,2024-06-28T19:55:51Z,2024-07-02T15:43:51Z,1,2,MERGED,2,3,2,"MODIFIED:packages/web-components/package.json
MODIFIED:packages/web-components/src/components/va-search-input/va-search-input.tsx"
department-of-veterans-affairs/component-library,va-file-input: show modal to confirm file delete,https://github.com/department-of-veterans-affairs/component-library/pull/1192,2024-06-14T19:33:45Z,2024-06-18T18:34:03Z,3,4,MERGED,3,132,2,"MODIFIED:packages/web-components/package.json
MODIFIED:packages/web-components/src/components/va-file-input/test/va-file-input.e2e.ts
MODIFIED:packages/web-components/src/components/va-file-input/va-file-input.tsx"
dpc-sdp/ripple,Release v1.38.0,https://github.com/dpc-sdp/ripple/pull/1303,2023-05-29T06:19:34Z,2023-05-29T07:25:59Z,0,1,MERGED,60,297,297,"MODIFIED:examples/basic-examples/package.json
MODIFIED:examples/reference/package.json
MODIFIED:examples/vue-example-app/package.json
MODIFIED:lerna.json
MODIFIED:packages/components/Atoms/Button/package.json
MODIFIED:packages/components/Atoms/Global/package.json
MODIFIED:packages/components/Atoms/Grid/package.json
MODIFIED:packages/components/Atoms/Icon/package.json
MODIFIED:packages/components/Atoms/Link/package.json
MODIFIED:packages/components/Atoms/MetaTag/package.json
MODIFIED:packages/components/Atoms/ResponsiveImg/package.json
MODIFIED:packages/components/Molecules/Alert/package.json
MODIFIED:packages/components/Molecules/AnchorLinks/package.json
MODIFIED:packages/components/Molecules/Breadcrumbs/package.json
MODIFIED:packages/components/Molecules/Card/package.json
MODIFIED:packages/components/Molecules/Contact/package.json
MODIFIED:packages/components/Molecules/DataTable/package.json
MODIFIED:packages/components/Molecules/DescriptionList/package.json
MODIFIED:packages/components/Molecules/DocumentLink/package.json
MODIFIED:packages/components/Molecules/EmbeddedVideo/package.json
MODIFIED:packages/components/Molecules/Figure/package.json
MODIFIED:packages/components/Molecules/Form/package.json
MODIFIED:packages/components/Molecules/Layout/package.json
MODIFIED:packages/components/Molecules/List/package.json
MODIFIED:packages/components/Molecules/ListGroup/package.json
MODIFIED:packages/components/Molecules/Pagination/package.json
MODIFIED:packages/components/Molecules/PrintThis/package.json
MODIFIED:packages/components/Molecules/PublishDateAndAuthor/package.json
MODIFIED:packages/components/Molecules/RelatedLinks/package.json
MODIFIED:packages/components/Molecules/Search/package.json
MODIFIED:packages/components/Molecules/ShareThis/package.json
MODIFIED:packages/components/Molecules/Sitemap/package.json
MODIFIED:packages/components/Molecules/Statisticsgrid/package.json
MODIFIED:packages/components/Molecules/Tabs/package.json
MODIFIED:packages/components/Molecules/Timeline/package.json
MODIFIED:packages/components/Molecules/WhatsNext/package.json
MODIFIED:packages/components/Organisms/Accordion/package.json
MODIFIED:packages/components/Organisms/CallToAction/package.json
MODIFIED:packages/components/Organisms/CampaignPrimary/package.json
MODIFIED:packages/components/Organisms/CampaignSecondary/package.json
MODIFIED:packages/components/Organisms/Event/package.json
MODIFIED:packages/components/Organisms/Grants/package.json
MODIFIED:packages/components/Organisms/HeroBanner/package.json
MODIFIED:packages/components/Organisms/ImageGallery/package.json
MODIFIED:packages/components/Organisms/LinkTiles/package.json
MODIFIED:packages/components/Organisms/Markup/package.json
MODIFIED:packages/components/Organisms/News/package.json
MODIFIED:packages/components/Organisms/Profile/package.json
MODIFIED:packages/components/Organisms/Publication/package.json
MODIFIED:packages/components/Organisms/SiteFooter/package.json
MODIFIED:packages/components/Organisms/SiteHeader/package.json
MODIFIED:packages/components/Organisms/SiteSectionNavigation/package.json
MODIFIED:packages/components/Organisms/UpdatedDate/package.json
MODIFIED:packages/create-ripple-app/package.json
MODIFIED:packages/ripple-data-vic-api/package.json
MODIFIED:packages/ripple-nuxt-tide/package.json
MODIFIED:packages/ripple-nuxt-ui/package.json
MODIFIED:packages/ripple-test-tools/package.json
MODIFIED:packages/ripple-tide-search-api/package.json
MODIFIED:src/package.json"
dpc-sdp/ripple-framework,[R20-861] ensure order of print all pages,https://github.com/dpc-sdp/ripple-framework/pull/563,2023-05-04T04:07:56Z,2023-05-05T00:13:37Z,2,1,MERGED,1,7,1,MODIFIED:packages/ripple-tide-publication/server/api/tide/publication-children.ts
eisbuk/EisBuk,Fix deploy-production workflow,https://github.com/eisbuk/EisBuk/pull/459,2022-04-21T11:07:18Z,2022-04-21T11:15:09Z,1,1,MERGED,1,2,2,MODIFIED:.github/workflows/deploy-production.yml
epicmaxco/vuestic-ui,fix(#3871): validate cleared value if immediate-validation is true,https://github.com/epicmaxco/vuestic-ui/pull/4474,2025-02-10T13:02:36Z,2025-02-10T16:20:47Z,2,1,MERGED,2,80,0,"MODIFIED:packages/ui/src/components/va-input/VaInput.stories.ts
MODIFIED:packages/ui/src/composables/useValidation.ts"
epicmaxco/vuestic-ui,Stories rework: VaCheckbox,https://github.com/epicmaxco/vuestic-ui/pull/3899,2023-09-24T15:49:27Z,2023-10-12T12:51:17Z,1,1,MERGED,4,259,263,"DELETED:packages/ui/src/components/va-checkbox/VaCheckbox-validation.vue
DELETED:packages/ui/src/components/va-checkbox/VaCheckbox.demo.vue
MODIFIED:packages/ui/src/components/va-checkbox/VaCheckbox.stories.ts
MODIFIED:packages/ui/src/components/va-checkbox/VaCheckbox.vue"
ethereum/ethereum-org-website,fix: add missing wallet image for Taiko Mainnet,https://github.com/ethereum/ethereum-org-website/pull/14532,2024-12-19T16:23:34Z,2025-01-08T07:11:45Z,3,4,MERGED,2,18,0,"ADDED:public/images/layer-2/taiko.png
MODIFIED:src/data/networks/networks.ts"
ethereum/ethereum-org-website,Update further reading section on optimistic rollups page,https://github.com/ethereum/ethereum-org-website/pull/14378,2024-11-23T00:02:29Z,2025-02-12T04:34:32Z,3,1,MERGED,1,2,0,MODIFIED:public/content/developers/docs/scaling/optimistic-rollups/index.md
evidence-dev/evidence,fix link typo in themes,https://github.com/evidence-dev/evidence/pull/2895,2024-12-11T21:17:16Z,2024-12-12T15:09:08Z,0,1,MERGED,1,1,1,MODIFIED:sites/docs/pages/core-concepts/themes/index.md
evidence-dev/evidence,run mac and windows tests on non-main PRs,https://github.com/evidence-dev/evidence/pull/2923,2024-12-16T20:15:17Z,2024-12-19T17:27:30Z,5,1,MERGED,2,0,10,"MODIFIED:.github/workflows/e2e.yml
MODIFIED:.github/workflows/tests.yml"
evidence-dev/evidence,Clean up column pre-rendering,https://github.com/evidence-dev/evidence/pull/2482,2024-08-30T18:55:04Z,2024-09-04T17:06:57Z,6,6,MERGED,5,945,965,"ADDED:.changeset/rotten-lies-decide.md
MODIFIED:packages/lib/preprocess/src/process-queries.cjs
MODIFIED:packages/lib/sdk/src/usql/query/Query.js
MODIFIED:pnpm-lock.yaml
MODIFIED:sites/example-project/src/pages/+layout.js"
forkfacts/forkfacts-v2,simple table data implemeted,https://github.com/forkfacts/forkfacts-v2/pull/52,2023-06-15T16:05:36Z,2023-06-20T06:42:14Z,1,13,MERGED,17,423,242,"ADDED:gatsby-node.ts
MODIFIED:package.json
MODIFIED:src/.DS_Store
MODIFIED:src/components/FoodNutritionCard/FoodNutritionCard.tsx
MODIFIED:src/components/features/FoodDetails/MobileDetails/FoodDetailsHeader.tsx
MODIFIED:src/components/features/FoodDetails/MobileDetails/FoodSearchView.tsx
MODIFIED:src/gatsby/createPages.ts
ADDED:src/generators/FoodDetails/DetailsPageGenerator.ts
ADDED:src/generators/Functions/PagesFunctions.ts
ADDED:src/generators/index.ts
ADDED:src/helpers/stores/index.ts
MODIFIED:src/models/types.ts
DELETED:src/pages/food-details-page.tsx
ADDED:src/pages/report.tsx
DELETED:src/react-magic-slider-dots.d.ts
DELETED:src/store/store.tsx
ADDED:src/templates/FoodDetails.tsx"
fortanix/baklava,Release v1.0.0-beta-20250121,https://github.com/fortanix/baklava/pull/114,2025-01-21T13:29:58Z,2025-01-21T13:41:05Z,0,1,MERGED,3,4,4,"MODIFIED:package-lock.json
MODIFIED:package.json
MODIFIED:package.json.js"
getappmap/appmap-js,"feat: ""View source"" link in details panel",https://github.com/getappmap/appmap-js/pull/569,2022-04-21T18:40:02Z,2022-05-03T03:02:41Z,2,4,MERGED,4,36,1,"MODIFIED:packages/components/src/components/DetailsPanel.vue
MODIFIED:packages/components/src/components/SourceCodeLink.vue
MODIFIED:packages/components/src/stories/data/scenario.json
MODIFIED:packages/components/tests/e2e/specs/vsCodeExtension.spec.js"
getappmap/appmap-js,Fix invisible popper in Trace view,https://github.com/getappmap/appmap-js/pull/59,2021-01-28T21:06:54Z,2021-01-29T17:51:08Z,1,1,MERGED,1,0,1,MODIFIED:src/lib/diagrams/components/flowView/index.js
getappmap/appmap-js,feat: Sync docs from applandinc.appmap.io,https://github.com/getappmap/appmap-js/pull/1778,2024-05-08T16:53:14Z,2024-05-09T21:42:17Z,1,1,MERGED,1,46,20,MODIFIED:docs/reference/appmap-python.md
gradio-app/gradio,Fix: Some typos in streaming guides,https://github.com/gradio-app/gradio/pull/9675,2024-10-11T20:12:07Z,2024-10-11T23:12:38Z,5,4,MERGED,6,18,4,"ADDED:demo/rt-detr-object-detection/3285790-hd_1920_1080_30fps.mp4
MODIFIED:demo/rt-detr-object-detection/run.ipynb
MODIFIED:demo/rt-detr-object-detection/run.py
MODIFIED:guides/07_streaming/01_streaming-ai-generated-audio.md
MODIFIED:guides/07_streaming/02_object-detection-from-webcam-with-webrtc.md
MODIFIED:guides/07_streaming/03_object-detection-from-video.md"
gradio-app/gradio,Adds a security note to the Oauth section,https://github.com/gradio-app/gradio/pull/8901,2024-07-25T02:51:45Z,2024-07-25T03:00:02Z,3,2,MERGED,1,2,0,MODIFIED:guides/03_additional-features/09_sharing-your-app.md
gravitee-io/gravitee-ui-components,Update `commitlint` configuration,https://github.com/gravitee-io/gravitee-ui-components/pull/472,2021-10-12T06:34:05Z,2021-10-12T08:15:21Z,3,1,MERGED,2,6,5,"ADDED:commitlint.config.js
MODIFIED:package.json"
grommet/grommet,Added gloabl.font.weight to base.d.ts,https://github.com/grommet/grommet/pull/5431,2021-07-08T17:17:50Z,2021-07-13T22:52:33Z,0,2,MERGED,1,1,0,MODIFIED:src/js/themes/base.d.ts
guardian/dotcom-rendering,Create and use humanised unique slug as h2 id,https://github.com/guardian/dotcom-rendering/pull/5783,2022-08-22T09:23:18Z,2022-08-30T14:45:56Z,8,20,MERGED,2,228,3,"MODIFIED:dotcom-rendering/src/model/enhance-H2s.test.ts
MODIFIED:dotcom-rendering/src/model/enhance-H2s.ts"
guardian/dotcom-rendering,Added `page` param to LiveBlock permalinks,https://github.com/guardian/dotcom-rendering/pull/4359,2022-03-22T12:00:01Z,2022-03-22T13:58:28Z,2,1,MERGED,1,3,1,MODIFIED:dotcom-rendering/src/web/components/LiveBlock.tsx
guardian/dotcom-rendering,Darkmode - Timeline Atom,https://github.com/guardian/dotcom-rendering/pull/9956,2023-12-19T15:03:45Z,2023-12-20T09:58:50Z,2,5,MERGED,2,31,3,"MODIFIED:dotcom-rendering/src/components/TimelineAtom.importable.tsx
MODIFIED:dotcom-rendering/src/palette.ts"
guardian/dotcom-rendering,Add `/FrontJSON` to view enhanced json for fronts,https://github.com/guardian/dotcom-rendering/pull/5380,2022-07-13T11:21:59Z,2022-07-13T12:10:02Z,6,1,MERGED,4,56,15,"MODIFIED:dotcom-rendering/src/server/dev-index.html
MODIFIED:dotcom-rendering/src/server/dev-server.ts
MODIFIED:dotcom-rendering/src/server/prod-server.ts
MODIFIED:dotcom-rendering/src/web/server/index.ts"
guardian/dotcom-rendering,Wrong folder for dev server,https://github.com/guardian/dotcom-rendering/pull/4028,2022-02-18T17:09:02Z,2022-02-21T09:45:34Z,1,1,MERGED,1,0,1,MODIFIED:dotcom-rendering/scripts/webpack/webpack.config.dev-server.js
guardian/dotcom-rendering,[Fairground 🎡] Card UI changes (feature branch),https://github.com/guardian/dotcom-rendering/pull/11667,2024-06-18T10:03:04Z,2024-06-20T08:40:50Z,8,8,MERGED,37,1322,1595,"MODIFIED:dotcom-rendering/src/components/Card/Card.stories.tsx
MODIFIED:dotcom-rendering/src/components/Card/Card.tsx
MODIFIED:dotcom-rendering/src/components/Card/components/CardAge.tsx
MODIFIED:dotcom-rendering/src/components/Card/components/CardFooter.tsx
MODIFIED:dotcom-rendering/src/components/Card/components/CardLayout.tsx
MODIFIED:dotcom-rendering/src/components/Card/components/CardWrapper.tsx
MODIFIED:dotcom-rendering/src/components/Card/components/ContentWrapper.tsx
MODIFIED:dotcom-rendering/src/components/Card/components/HeadlineWrapper.tsx
MODIFIED:dotcom-rendering/src/components/Card/components/ImageWrapper.tsx
MODIFIED:dotcom-rendering/src/components/Card/components/TrailTextWrapper.tsx
MODIFIED:dotcom-rendering/src/components/CardCommentCount.importable.tsx
MODIFIED:dotcom-rendering/src/components/CardHeadline.stories.tsx
MODIFIED:dotcom-rendering/src/components/CardHeadline.tsx
MODIFIED:dotcom-rendering/src/components/Carousel.importable.tsx
MODIFIED:dotcom-rendering/src/components/Carousel.stories.tsx
MODIFIED:dotcom-rendering/src/components/ContainerOverrides.tsx
MODIFIED:dotcom-rendering/src/components/DynamicPackage.stories.tsx
ADDED:dotcom-rendering/src/components/Kicker.stories.tsx
MODIFIED:dotcom-rendering/src/components/Kicker.tsx
MODIFIED:dotcom-rendering/src/components/LatestLinks.importable.stories.tsx
MODIFIED:dotcom-rendering/src/components/LatestLinks.importable.tsx
MODIFIED:dotcom-rendering/src/components/LinkHeadline.stories.tsx
MODIFIED:dotcom-rendering/src/components/MiniCard.tsx
MODIFIED:dotcom-rendering/src/components/MostViewedRightItem.tsx
MODIFIED:dotcom-rendering/src/components/SupportingContent.stories.tsx
MODIFIED:dotcom-rendering/src/components/SupportingContent.tsx
ADDED:dotcom-rendering/src/lib/cardHelpers.test.ts
ADDED:dotcom-rendering/src/lib/cardHelpers.ts
ADDED:dotcom-rendering/src/lib/decideCardContentPadding.test.ts
ADDED:dotcom-rendering/src/lib/decideCardContentPadding.ts
MODIFIED:dotcom-rendering/src/lib/decideContainerOverrides.ts
MODIFIED:dotcom-rendering/src/lib/decidePalette.ts
MODIFIED:dotcom-rendering/src/model/enhanceCards.ts
MODIFIED:dotcom-rendering/src/model/enhanceCollections.ts
MODIFIED:dotcom-rendering/src/model/groupCards.ts
MODIFIED:dotcom-rendering/src/palette.ts
MODIFIED:dotcom-rendering/src/types/palette.ts"
guardian/dotcom-rendering,Extend Teads Cookieless AB test,https://github.com/guardian/dotcom-rendering/pull/6831,2022-12-22T13:17:46Z,2023-01-04T10:13:09Z,2,1,MERGED,1,1,1,MODIFIED:dotcom-rendering/src/web/experiments/tests/teads-cookieless.ts
guardian/dotcom-rendering,change soccer treat image,https://github.com/guardian/dotcom-rendering/pull/8469,2023-08-03T14:11:11Z,2023-08-03T16:11:08Z,1,1,MERGED,1,1,1,MODIFIED:dotcom-rendering/src/model/enhanceTreats.ts
guardian/dotcom-rendering,Rename `frontend.server.js` to `server.js`,https://github.com/guardian/dotcom-rendering/pull/8283,2023-07-17T13:07:21Z,2023-07-18T09:19:31Z,4,4,MERGED,7,13,13,"MODIFIED:.github/workflows/pr-deployment.yml
MODIFIED:dotcom-rendering/Containerfile
MODIFIED:dotcom-rendering/docs/development/run-prod-bundle-locally.md
MODIFIED:dotcom-rendering/lighthouserc.js
MODIFIED:dotcom-rendering/makefile
MODIFIED:dotcom-rendering/scripts/webpack/webpack.config.dev-server.js
MODIFIED:dotcom-rendering/scripts/webpack/webpack.config.server.js"
guardian/dotcom-rendering,Enhance tweets,https://github.com/guardian/dotcom-rendering/pull/4025,2022-02-18T12:16:07Z,2022-02-18T14:53:38Z,1,8,MERGED,10,127,40,"MODIFIED:apps-rendering/package-lock.json
MODIFIED:common-rendering/src/components/liveBlockContainer.tsx
MODIFIED:dotcom-rendering/package.json
MODIFIED:dotcom-rendering/src/web/components/ArticleBody.tsx
MODIFIED:dotcom-rendering/src/web/components/LiveBlock.tsx
MODIFIED:dotcom-rendering/src/web/components/Liveness.importable.tsx
MODIFIED:dotcom-rendering/src/web/layouts/LiveLayout.tsx
MODIFIED:dotcom-rendering/src/web/lib/LiveBlogRenderer.tsx
MODIFIED:dotcom-rendering/src/web/server/blocksToHtml.tsx
MODIFIED:yarn.lock"
guardian/dotcom-rendering,Fix body scrolling bug on mobile side nav,https://github.com/guardian/dotcom-rendering/pull/10988,2024-03-21T16:40:36Z,2024-03-22T11:06:32Z,3,1,MERGED,1,1,0,MODIFIED:dotcom-rendering/src/components/Nav/Nav.tsx
guardian/dotcom-rendering,Update kicker colours,https://github.com/guardian/dotcom-rendering/pull/7016,2023-01-23T16:59:14Z,2023-01-25T12:20:37Z,3,1,MERGED,1,5,1,MODIFIED:dotcom-rendering/src/web/lib/decidePalette.ts
guardian/dotcom-rendering,"Revert ""Add H3 Enhancer""",https://github.com/guardian/dotcom-rendering/pull/5787,2022-08-22T12:32:42Z,2022-08-22T13:06:07Z,2,1,MERGED,5,451,460,"DELETED:dotcom-rendering/src/model/enhance-H3s.test.ts
DELETED:dotcom-rendering/src/model/enhance-H3s.ts
MODIFIED:dotcom-rendering/src/model/enhance-numbered-lists.test.ts
MODIFIED:dotcom-rendering/src/model/enhance-numbered-lists.ts
MODIFIED:dotcom-rendering/src/model/enhanceBlocks.ts"
